0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181
문헌정보/경영학,상경계열,신학,생물학,경제학,경제학,경제학,경영학,경영학,경영학,독어독문,경영학,경영학,경영학,노어노문,경영학,경영학,경영학,경영학,경영학,경영학,UIC ASD,사학,UIC ASD,문화인류학,경제학,경영학,보건행정학,사회학,경제학,경영학,불어불문,경영학,경영학,경영학,국제학,경영학,독어독문,경영학,독어독문,독어독문,독어독문,독어독문,경영학,경영학,독어독문,경영학,공대학전기전자공학,경영학,경영학,경영학,경영학,경영학,경제학,건축학,교육학,기계공학,사학,국제학대학원국제경영학,신문방송학,경제학,국제관계학,교육학,사회환경시스템공학,UIC ASD,교육학,문헌정보학,사회학계열행정학,경영학,사회학,경영학,경영학,언론홍보영상학,경영학,경영학,경영학,경영학,경영학,경제학,영어영문,경영학,경제학,노어노문,노어노문,경제학,UIC ASD,경영학,경영학,UIC 문화디자인경영학,문헌정보학,경영학,경제학,국어국문,경제학,생명공학,사학,UIC ,경영학,문헌정보학,노어노문,아동가족학,경영학,경영학,경영학,경영학,생명공학,심리학,사학,기계공학,경영학,"법,문화인류학",경영학,노어노문,경영학,경영학,경영학,경영학,사학,수학,생활학,스포츠레저학/영어영문,경영학,사회복지학,경영학,사회학/정치외교학,도시공학,영어영문,경영학,경영학,경영학,국제관계학,경제학,생명공학,경제학,식품영양학,경영학,경제/응용통계,경영학,경제학,경영학,교육/영문,경영학,경영학,경영학,경영학,불어불문(미국에서는언론홍보영상),"교육,영문",세라믹공학,UIC ASD,건축공학,경영학,"경영학,수학",경영학,UD Economics,경영학,경영학,경제학,경영학,경영학,경영학,경영학,경영학,국제학,경영학,경제학,경영학,경영학,경영학,도시공학,경영학,경영학,경영학,세라믹공학,경영학,경제.수학,경영학,경영학,상경계열,경영학,교육학,생물학,신문방송학
문화인류학,상경계열,영어영문,생활디자인,교육학,경제학,경제학,경영학,경영학,경영학,문화경영학디자인학,경영학,경영학,경제학/신문방송학,문화인류학,경영학,경영학,경영학,경영학,경영학,경영학,사학,사학,영어영문,보건행정학,경제학,경영학,보건행정학,사회학,경제학,경영학,불어불문,경영학,경영학,경영학,UIC ASD,경영학,독어독문,경영학,독어독문,독어독문,독어독문,독어독문,경영학,경제학,독어독문,경영학,사학,경제학,경영학,경영학,경영학,경영학,국제대ISED,경영학,교육학,사회학대학,사학,UIC ASD,신문방송학,"교육학,경제학",문헌정보학,국어국문,상경계열,불어불문,기계공학,사학,사회체육학,경영학,사회학,경영학,경영학,언론홍보영상학,경영학,경영학,경영학,경영학,경영학,경제학,영어영문,경영학,경제학,노어노문,노어노문,교육학,UIC ASD,경영학,경영학,건축학,문화인류학,경영학,교육학,국어국문,경제학,생명시스템대학생물학,사회복지학,UD PSIR,경영학,사회복지학,문화디자인경영학,UD Economics,경영학,경영학,경영학,경영학,생명학,UIC ,신문방송학,"사학,정치외교학",경영학,사회복지학,경영학,"사회학,경영학",경영학,경영학,경영학,경영학,사학,실내건축학,신문방송학,심리학,경영학,생물자원공학,경영학,상경계열,보건행정학,영어영문,경영학,경영학,경영학,법,국제학대학원,심리학,경제학,영어영문,경영학,경제학,경영학,기악,경영학,사학,경영학,경영학,경영학,경영학,사회학,교육학,식품영양학,건축학,건축공학,경영학,경제학,경영학,UIC 문화디자인경영학,경영학,경영학,경제학,경영학,경영학,경영학(응통이중),경영학,경영학,국제학,경영학,경제학,경영학,경영학,경영학,불어불문,경영학,경영학,경영학,식품영양학,경영학,경제학,경영학,경제학,생명공학,경영학,불어불문,수학,신학
생활디자인,상경계열,영어영문,신문방송학,교육학,경제학,경제학,경영학,경영학,경영학,식품영양,경영학,경영학,교육학,불어불문,경영학,경영학,경영학,경영학,경영학,경영학,사학,사학,인문,사학사회학,경제학,경영학,보건행정학,생활디자인학,경제학,경영학,생활디자인,경제학,경영학,경영학,문화디자인경영학,경영학,독어독문,경영학,독어독문,문화인류학,문화인류학,독어독문,경영학,경제학,독어독문,경영학,법학,교육학,경영학,경영학,경영학,경영학,문화인류학,경영학,국어국문,사회학,사학,중어중문,UIC ,국어국문,문헌정보학,국어국문,생활학대학,사회학,대기학,사학,상경계열,경영학,사회학,경영학,경영학,언론홍보영상학/사회학,경영학,경영학,경영학,경영학,경영학,국어국문,영어영문,경영학,교육학대학교육학,노어노문,노어노문,금속시스템공학,UD Economics,경영학,경영학,경영학,사회학,경영학,국어국문,도시공학,경제학,생활디자인학,사회복지학,UD IS,경영학,사회학,불어불문,UD Economics,경영학,경영학,경영학,경영학,생물학,UIC ,신문방송학,사회학대학,경영학,생활디자인학,경영학,생활학,경영학,경영학,경영학,경영학,사회복지학,전기전자공학,신문방송학,심리학,경영학,수학,경영학,생화학,생명학,영어영문,경영학,경영학,경제학,보건학대학의용전자공학,생명공학,영어영문,기계공학,영어영문,경영학,경제학,경영학,사회학,경영학,사회체육/경영학,경영학,경영학,경영학,경제학,신문방송학,교육학,식품영양학/경영학,경영학,건축,경영학,경제학,경영학,UIC 문화디자인경영학,경영학,경영학,경제학,경영학,경영학,경영학/경제학,경제학,경영학,문헌정보학,경영학,경제학,경영학/신문방송학,경영학,경영학,사회학,경영학,경영학,경영학,아동가족,경영학,경제학,경영학,경제학,신학,경제학,"수학,경영학",스포츠레저학,심리학
생활디자인학/경영학,식품영양학,의공학,신문방송학,독어독문,국어국문,경제학,경영학,경영학,경영학,영어영문,경영학,경영학,국어국문/영어영문,불어불문,경영학,경영학,경영학,경영학,경영학,경영학,스포츠레저학,영문,인문,생명학/심리학,경제학,경영학,사학,신문방송학,교육학,경영학,신문방송학,경제학,경영학,경영학,문화디자인경영학,경제학,독어독문,경영학,독어독문,신학,사회학,독어독문,경영학,교육학,독어독문,경영학,보건행정학,기계공학,경영학,경영학,경영학,경영학,생명공학,국어국문,국어국문,사회환경시스템공학,사학,문헌정보학,언론홍보영상학,국어국문,법학,국어국문,생활학,사회학,도시공학,사학대학원,생활디자인,경영학,생활학대학,경영학,경영학,영어영문,경영학,경영학,경영학,경제학,경영학,글로벌인재학,인문,경영학,국어국문신문방송,노어노문,노어노문,금속시스템공학,건축공학,경영학,경영학,경제학,사회학,경영학,국제관계학,사학,경제학,수학,사회학,언론홍보영상학,경영학,실내건축학,불어불문,언론홍보영상학,경영학,경영학,경영학,경영학,심리학,UD Economics,신문방송학,스포츠레저학,경영학,수학,경영학,신학,경영학,경영학,경영학,경영학,실내건축학,전기전자공학,신학,"심리학,경영학",경영학,신문방송학,경제학,생활디자인,생화학,영어영문,경영학,경영학,사학,사회학,생명공학,응용통계,기계공학,전기전자공학,경영학,경제학,경영학,세라믹공학,경제학,사회학,경영학,경영학,경제학,경제학,신문방송학,상경계열,신문방송학,경영학,건축학,경영학,경제학,경영학,UIC 생명공학,경영학,경영학,경제학,경영학,경영학,경영학,경제학,경영학,법학,경영학,교육학,경제학,경영학,경영학,생명공학,경영학,경영학,경영학,의공학,경영학,교육학,경영학,경제학,영문/정치외교학/외교통상,사회계열,신문방송학,신문방송학,심리학
식품영양학,신문방송학,전기전자공학,심리학,문헌정보학,기계공학,경제학,경영학,경영학,경영학,정치외교학,경영학,경영학,사회학,불어불문,경영학,경영학,경영학,경영학,경영학,경영학,일반대학원,중어중문,정치외교학,생활디자인,경제학,경영학,사회학,언더우드정치외교학,기계공학,경영학,신문방송학,경제학,경영학,경영학,불어불문,경제학,사학,경영학,독어독문,심리학,사회학,독어독문,경영학,기계공학,독어독문,경영학,생활디자인/중어중문,도시공학,경영학,경영학,경영학,경영학,응용통계학,국어국문,국제관계학,수학,사회학,문헌정보학,영어영문,국제학,사회학,국어국문,신문방송학,사회학,사학,사회체육,생활디자인,경영학,세라믹공학,경영학,경영학,영어영문,경영학,경영학,경영학,경제학,경영학,노어노문,전기전자공학,경제학,국어국문,노어노문,노어노문,금속시스템공학,건축학,경영학,경영학,교육학,신문방송학,경영학,금속시스템공학,문화인류학/심리학,경제학,아동가족/경제,생화학,의류환경,경제학,심리학,사학,언론홍보영상학,경영학,경영학,경영학,경제학,아동가족학,UIC ,신문방송학,신문방송학,경영학,신문방송학,경영학,영어영문,경영학,경영학,경제학,경영학,실내건축학,전기전자공학,의류환경학,영어영문,경제학,심리학,경제학,신문방송학,수학,인문,경제학,경영학,사학,생활디자인,생활학,응용통계학,문화인류학,전기전자공학,경제학,경제학,경영학,세라믹공학,경제학,수학,경영학,경영학,국제대학원국제협력,경제학,"심리학,경영학",상경대학,심리학,경영학,경영학,경영학,경제학,경영학,UIC 생명학공학,경영학,경영학,교육학,경영학,경영학,경영학,경제학,경영학,사회학,경영학,UD Economics,경제학,경영학,경영학,생활디자인학,경제학,경영학,경영학,인문,경영학,교육학,경영학,경제학/응용통계학,영어영문,사회학,영어영문,심리학,심리학
식품영양학,신문방송학,주거환경,영어영문,문헌정보학,기계공학,경제학,경영학,경영학,경영학,철학,경영학,경제학,사회학,사회학,경영학,경제학,경영학,경영학,경영학,경영학,일반대학원지역학협동정,중어중문,정치외교학,생활디자인학,경제학,경영학,생명공학,언론홍보영상학,문헌정보학,경영학,영어영문,경제학,경영학,경영학,불어불문,경제학,신문방송학,경영학,독어독문,언론홍보영상학,생물학,독어독문,경영학,기계공학,물리학,경영학,수학,도시공학,경영학,경영학,경영학,경영학,의류환경학,국어국문,국제학대학원,심리학,사회학,사학,유럽어문,국제학,생활디자인학,독문,영어영문,생활학,사학,사회학,신문방송학,경영학,신소재공학,경영학,경영학,영어영문,경영학,경영학,경영학,경제학,경영학,UIC ASD,중어중문,경제학,국어국문,노어노문,노어노문,기계공학,경영학,경영학,경영학,국어국문,실내건축학,경영학,국어국문,문화인류학,경제학,영어영문,생활디자인학,정보인터렉션디자인학,UD CLC,언론홍보영상,사학,영어영문,경영학,경영학,경영학,경제학,영어영문,영문,아동·가족,신문방송학,경영학,신학,경영학,영어영문,경영학,경영학,경제학,경영학,심리학,전기전자공학,인문,영어영문/경제학,경제학,심리학,경제학,영어영문,실내건축학,인문,사학,경영학,신문방송학,신문방송학,생활디자인학,응용통계학,법학,전기전자공학,경제학,경제학,경영학,작업치료,경제학,심리학,경영학,경영학,기계공학,경제학,영어영문,생명공학,영어영문,경영학,경영학,경영학,경제학,경영학,경영학,경영학,경영학,교육학/영어영문,경영학,경영학,경영학,경제학,경영학,상경계열,경제학,국제학정치외교학,경제학,경영학,경제학,시스템생물학,경제학,경제학,경영학,전기전자공학,경제학,기계공학,경영학,경제학,영어영문,상경계열,영어영문,영어영문,심리학
신소재공학,영어영문,천문우주학,영어영문,문화인류학,노어노문,교육학,경영학,경영학,경영학,철학,경재학,교육학,상경계열,사회학,경영학,경제학,경영학,경영학,경영학,경영학,일반대학원지역학협동정,중어중문,정치외교학,스포츠레저학,경제학,경영학,생명공학,언론홍보영상학,신문방송학,경영학,응용통계/경영학,응용통계학,경영학,경영학,불어불문,경제학,신문방송학,경영학,독어독문,영어영문,식품영양학,독어독문,경영학,기계공학,상경계열,경영학,신문방송학,문헌정보학,경영학,경영학,경영학,경영학,정치외교학,도시공학,국제학대학원,심리학,사회학,사회복지학,임상병리학,국제학,신문방송학,사학,정치외교학,신문방송학,생명공학,사회학,신문방송학,경영학,신학/경제학,경영학,경영학,영어영문,경영학,경영학,경영학,경제학,경제학,문화인류학,지구시스템학,경제학,국제관계학,노어노문,노어노문,기계공학,경영학,경영학,경영학,국어국문,심리학,경영학,문헌정보학,문화인류학,계량위험관리,영어영문,응용통계학,정치외교학,글로벌인재학,영어영문,사학,영어영문,경영학,경영학,경영학,경제학,영어영문,영어영문,영어영문,아동가족학,경영학,영어영문,경영학,유럽어문,경영학,경영학/경제학,경제학,경영학,영어영문,토목환경공학,주거환경,인문,교육학,"언론홍보영상학,사회학",경제학,영어영문/경제학,영어영문,인문,사회학,국제대학,신학/스포츠레저학,신문방송학,신문방송학,의류환경학,사회학/경제학,전기전자,경제학,경제학,경영학,작업치료학,경제학,영어영문,경영학,경영학,문화인류학,경제힉,영어영문,식품영양학,인문,경영학,경영학,경영학,경제학,경영학,경영학,경영학,경영학,문헌정보학,경영학,경영학,경영학,경제학,경영학,상경계열,경제학,독어독문,경제학,경영학,국제학,신소재공학,교육학,경제학,경영학,중어중문,경제학,노어노문,경영학,교육학,영어영문,생명학,영어영문,의공학,아동가족학/심리학
의공학,정보산업공학,화공·생명공학,영어영문,"불어불문,영어영문",도시공학,국제학대학원,경영학,경제학,경영학,행정학,경제학,법학,수학,상경계열,경영학,경제학,경영학,경영학,경영학,경영학,중어중문,중어중문,중어중문/문화인류학,식품영양학,공대학건축학,경영학,생화학,영어영문,신문방송학/심리학이중,경영학,정치외교학,의류환경학,경영학,경영학,신문방송학,경제학,신학,경영학,독어독문,응용통계,신학,독어독문,경영학,독어독문,생명공학,경영학,신문방송학,문헌정보학,경영학,경영학,경제학/의류환경학,경영학,철학,법학,국제학대학원지역학,심리학,상경계열,상경계열,전산학,국제학,신문방송학,사회학,정치외교학,신문방송학,영문,생화학,신문방송학,경제학,아동가족학,경영학,경영학,영어영문,경영학,경영학,경영학,경제학,경제학,문화인류학,철학,경제학,문화인류학,노어노문,노어노문,기계공학,경영학,경영학,경영학,국제대UIC ASD,영어영문,경영학,문헌정보학,사회복지학,국제대학원국제통상,영어영문,응용통계학,정치외교학,UD CLC,영어영문,사회학대학행정학,영어영문,경영학,경영학,경영학,경제학,행정,영어영문,응용통계학,전기전자공학,경영학,영어영문,경영학,인문,경영학,경영학,경제학,경영학,영어영문,화학공학,주거환경학,정치외교학,국어국문,영어영문,경제학,영어영문,영어영문,정치외교학,사회학,상경계열,영어영문,신문방송학,심리학,의예,사회학,주거환경,국문/신방,경제학,경영학,전기전자공학,경제학,영어영문,경영학,경영학,법,사학/경영학,영어영문,신문방송학,전기전자공학,경영학,경영학,경영학,경제학,경영학,경영학,경영학,경영학,불어불문/영어영문,경영학,경영학,경영학,경제학,경영학,심리학,경제학,문화디자인경영학,경제학,경제학,국제학,신소재공학,생화학,UIC ASD,경영학,화공생명공학,경제학,도시공학,경영학,국문/영문,정치외교학/경제학,신문방송학,의류환경학,인문,영어영문
전기전자공학,정치외교학,,영어영문,불어불문,인문,금속시스템공학,교육학,기계공학,경영학,,경제학,불어불문,수학,생명공학,경영학,경제학,경영학,경영학,경제학,경영학,중어중문,중어중문,중어중문,신문방송학,국어국문/영어영문,경영학,생화학,영어영문,심리학/신문방송학,경영학,주거환경학,정치외교학,경영학,경영학,신문방송학,UIC PSIR,UIC 인문사회학,경영학,독어독문,철학,영어영문,문헌정보학,경영학,문헌정보학,심리학,경영학,신문방송학,생명공학,경영학,경영학,사학,경영학,,사학,기계전자공학,UD CLC,상경계열,생활학대학,주거환경학,국제학,영어영문,식품영양학,주거환경학,신문방송학,의공학,생화학,신문방송학,국어국문,아동가족학/신문방송학,경영학,경영학,영어영문,경영학,경영학,경영학,경제학,경제학,법학,체육교육학,국어국문,문화인류학,노어노문,노어노문,기계공학,경영학,경영학,경영학,국제학,영어영문,경영학,문화인류학,사회복지학,국제학대학원,영어영문,응용통계학,지속개발협력학,사회복지학,영어영문,생화학,영어영문,경영학,경영학,경영학,경제학,,영어영문,의류환경학,정보산업공학,경영학,영어영문,경영학,정치외교학,경영학,경영학,국제학,경영학,영어영문,화학공학,산업공학,정치외교학,국제학,영어영문,교육학,영어영문,영어영문,산업공학,사회환경건축공학,,영어영문,신문방송학,영어영문,정치외교학,사회학,주거환경학,기계전자공학,경제학,경영학,전기전자공학,경제학,영어영문,경영학,경영학,사회복지학,신문방송학,의예,신문방송학,전기전자공학,경영학,경영학,경영학,경제학,경영학,경영학,경영학,경제학,수학,경영학,경영학,경영학,교육학,경영학,심리학,경제학,사회학대학정치외교학,교육학대학사회체육,경제학,노어노문,의류환경학,아동가족학,"사학,신방",경영학,화학공학,교육학,물리학,경영학,국어국문/행정학,정치외교학,심리학,정치외교학,인문,영어영문
전기전자공학,정치외교학,,영어영문,사회학대학,사학,도시공학,국어국문,기계전자공학,경제,,경제학,불어불문,스포츠레저학,신문방송학,경영학,경제학,경영학,경영학,경제학,경영학,중어중문,중어중문,중어중문,신문방송학,국제학,경영학,생활학대학생활디자인학,영어영문,언론홍보영상학,경영학,,,경영학,경영학,UIC ,문헌정보학,영어영문,경영학,독어독문,철학,임상병리학,문화인류학,경영학,문헌정보학,인문,경영학,신소재공학,생명공학,경영학,경영학,상경대학경제학,경영학,,사학,불어불문,의류환경,신문방송학,생활디자인,토목환경공학,국제학대학원,영어영문,신문방송학,중어중문,역사문화학,일반대학원,스포츠레저학,역사문화학,국제학,언론홍보영상학,경영학,경영학,유럽어문,경영학,경영학,경영학,경제학,경제학,사회복지학,화학공학,스포츠레저학/경영학,법학,노어노문,노어노문,기계공학,경영학,경영학,경영학,UD IS,영어영문,경영학,사회복지학,사회복지학,정보산업공학,영어영문,의류환경학,,사회복지학,영어영문,생활디자인학,,경영학,경영학,경영학,계량위험관리,,영어영문,정보산업공학,정보통계학,경영학,영어영문,경영학,정치외교학,경영학,경제학,국제학,경영학,영어영문,,,행정학(경영학이중),도시공학,영어영문,교육학,응용통계학,응용통계학,,생활디자인학,,의류환경학,영문/경영학,영어영문/경영학,주거환경학,상경계열경영학,토목환경공학,사학,교육학,경제학,정보산업공학,공대학생명공학,인문,경영학,경영학,상경대학,신문방송학,행정학,신문방송학,산업공학,경영학,경영학,경영학,경제학,경영학,경영학,경제학,경제학,신학/정치외교학,경영학,경영학,경영학,교육학,경영학,심리학,국어국문,스포츠레저학,교육학,경제학,사회학/영문,행정학,언론홍보영상학/경제학,심리학,경제학,,국어국문,UD CLC,경영학,UIC ASD,화공생명공학,영어영문,중어중문,인문,영어영문
정치외교학,중어중문,,영어영문,사회학,사회복지학,문화디자인경영학,국어국문/경제학,기계전자공학,경제학,,경제학,불어불문,스포츠레저학,심리학,경영학,교육학,경영학,경영학,경제학,경영학,중어중문,중어중문,중어중문,신문방송학,문헌정보학,경영학,생활디자인,인문,응용통계학,경제학,,,경영학,경영학,UD Economics,문헌정보학,영어영문,경영학,독어독문,,정치외교학,법학,경영학,생명공학,철학,경영학,신학,생명공학,경영학,경제,생물학,경영학,,생활디자인,문리대학영어영문,의류환경,신문방송학,신문방송학,,국제학대학원,영어영문,신문방송학,환경공학,영어영문,정보기술학,신문방송학,영어영문,국제학대학원,전기전자공학,경영학,경영학,의공학,경영학,경영학,경영학,경제학,경제학,사회학,,,법학,노어노문,노어노문,대기학,경영학,경영학,경영학,사학,영어영문,경영학,사회학,사회복지학,중어중문,중어중문,컴퓨터과학,,사회학,영어영문,신문방송학,,경제학,경제학,경제학,기계공학,,영어영문,정치외교학,철학,경영학,영어영문,경영학,지구시스템학,경영학,경제학,노어노문,경영학,영어영문,,,,문화인류학,영어영문,교육학,행정학,응용통계학,,신문방송학,,인문,영어영문,전기전자,행정학,생화학,,상경대학,교육학/영문,경제학,정보산업공학,교육학대학체육교육학,인문,경영학,경제학,시스템생물학,UIC ASD,,신학,,경영학,경영학,경영학,경제학,경영학,경영학,경제학,경제학,영어영문,경영학,경영학,경영학,교육학,경영학,영어영문,상경계열,시스템생물학,교육학/경영학,교육학,사회환경건축공학,,영어영문,심리학,경제학,,국제학대학원국제협력,생화학,경영학,사회학,화학,영어영문,천문우주학,컴퓨터과학,영어영문
정치외교학,,,인문,식품영양,사회환경건축공학,법학,국제학대학원,국어국문,경제학,,경제학,불어불문,영어영문/경영학,언론홍보영상학,경영학,국어국문/경제,경영학,경영학,경제학,경영학,중어중문,창의기술경영학,중어중문,신문방송학,물리학,경영학,수학,정보인터렉션디자인,응용통계학,경제학,,,경영학,경영학,UIC ,불어불문,의용전자공학,경영학,독어독문,,정치외교학,보건행정학,경제학,생명학공학,철학,경영학,언론홍보영상학,생화학,경제학,경제학,스포츠레저학,경영학,,스포츠레저학,문헌정보학,정보통신공학,신문방송학,신문방송학,,글로벌인재학한국문화·통상,영어영문,아동가족학,,인문,정치외교학,신문방송학,영어영문,사회복지학,전기전자공학,경영학대학원,경영학,인문,경영학,경영학,경영학,경제학,교육학,식품영양학,,,사학,UIC ASD,노어노문,대기학,경영학,경영학,경영학,사회학,정치외교학,경영학,생활학대학식품영양학,사회학,,지구시스템학,컴퓨터과학,,사회학,의류환경학,신문방송학,,경제학,경제학,경제학,문헌정보학,,의예,토목환경공학,철학,경영학,의류환경학,경영학,철학,경영학,경제학,불어불문,경영학,영어영문,,,,물리학,정치외교학,교육학/경제학,,응용통계학,,심리학,,정치외교학,영어영문,정보인터랙션디자인,,신학,,신문방송학,기계공학,경제학,정보산업공학,교육학대학체육교육학,화학공학,경영학,경제학,신문방송,언론홍보영상학,,심리학,,경영학,경영학,경영학,"경제학,수학",경제학,경영학,경제학,국어국문,영어영문,경영학,경영학,경제학,교육학,경영학,영어영문,상경계열,신문방송학,노어노문,문헌정보학,신문방송학,,영어영문,심리학,경제학,,기계공학,신문방송학,경영학,사회학,,영어영문,,,영어영문
지구시스템학,,,전기전자공학,신문방송학,생명공학,불어불문,기계공학,물리학,경제학,,경제학,불어불문,영어영문,영어영문,경영학,국어국문,경영학,경영학,경제학,경영학,중어중문,,중어중문,신문방송학,불어불문,경영학,신방/경영학,정치외교학,의공학,국어국문,,,경영학,경영학,언론홍보영상학,불어불문,의용전자공학,경영학,독어독문,,행정학,사학,경제학,신소재공학,,경영학,영문/경영학,생활디자인,경제학,경제학,영어영문,경영학,,신문방송학,물리학,정치외교학,신문방송학,UIC ,,글로벌인재학한국문화,의공학,영어영문,,정치외교학,정치외교학,영어영문,정경대학국제관계학,사회복지학,전기전자공학,경영학,경영학,정치외교학,경영학,경영학,경영학,경제학,국어국문,신문방송학,,,사회학대학신문방송학,UIC ASD,노어노문,UIC ASD,경영학,경영학,경영학,생활학,정치외교학,경영학,생활학대학주거환경학,생활디자인,,천문우주학,컴퓨터과학,,산업공학,전기전자공학,심리학,,경제학,경제학,경제학,사회복지학,,의예,행정학,체육교육,경영학,의류환경학,경영학,,경영학,경제학,불어불문,경영학,영어영문,,,,사학,정치외교학,국어국문/영어영문,,인문,,UIC ASD,,정치외교학,영어영문,정치외교학,,영어영문,,신문방송학,기계공학,교육학,중어중문,교육학,,경영학,경제학,신문방송학,영어영문,,영어영문,,경영학,경영학,경영학,경제학/수학,경제학,경영학,경제학,기계전자공학,영어영문(경제학),경영학,경영학,경제학,국어국문,경제학,영어영문,상경대학경제학,신문방송학,사학,법대학법학,심리학,,정치외교학,심리학,경제학,,기계공학,심리학,경영학,사회학,,영어영문,,,영어영문
철학,,,행정학,실내건축,생화학,사회복지학,도시공학,사회체육학,경제학,,경제학,불어불문,영어영문,영어영문,경영학,국제협력,경영학,경영학,경제학,경영학,중어중문,,중어중문,실내건축학,UD CLC,경영학,신소재공학,정치외교학,의류환경/경영학,국제관계학,,,경제학,경영학,언론홍보영상학,불어불문,행정학,경영학,독어독문,,,신학,계량위험관리,심리학,,경영학,영어영문,생활디자인,경제학,경제학,영어영문/경영학,경영학,,실내건축학,사회학,정치외교학,아동가족/사회복지,인문,,글로벌인재학한국문화,정보산업공학,영어영문,,,화학공학,영어영문,정치외교학,사회학,전기전자공학,경제학,경영학,정치외교학,경영학,경영학,경영학,경제학,국어국문,신문방송학,,,사회학,신문방송학,노어노문,사회환경시스템공학,경영학,경영학,경영학,생활디자인학,정치외교학,경영학,생활디자인,생활디자인,,행정학,컴퓨터과학솨,,생명공학,,심리학,,경제학,경제학,경제학,사회복지학,,의예,,행정학,경영학,행정학,경영학,,경영학,경제학,사회학대학정치외교학,경제학,영어영문,,,,사학,정치외교학,국어국문,,전기전자공학,,영어영문,,화학,영어영문,주거환경,,응용통계학,,신문방송학,기계전자공학,교육학,화공생명공학,교육학,,경영학,교육학,실내건축학,정보산업공학,,영어영문,,경제,경제학,경영학,국어국문/영어영문,경제학,경영학,경제학,기계전자공학,의예,경영학,경영학,경제학,물리학,경제학,영어영문,생명학,심리학,사회복지학,법학,언더우드국제학,,행정학/응용통계학,심리학,기계공학,,기계전자공학,영어영문,경영학,사회학,,영어영문,,,정치외교학
철학,,,,심리학,신문방송학,상경계열,문헌정보학,사회학,경제학,,경제학,불어불문,응용통계학,영어영문,경영학,기계공학,경영학,경영학,경제학,경제학,중어중문,,중어중문,언더우드국제학,UD CLC,경영학,신학,정치외교학,전기전자공학/심리학,글로벌인재학,,,경제학,경영학,의류환경학,불어불문,행정학,경영학,독어독문,,,영어영문,독어독문,언론홍보영상,,경영학,영어영문,생활디자인학,교육/영문,교육학,화공생명공학,경영학,,아동가족학,사회환경건축공학,주거환경학,언론홍보영상학,인문,,문헌정보학,정치외교학,영어영문,,,,원주캠퍼스경영학,,사회학,전기전자공학,경제학,경제학,정치외교학,경영학,경영학,경영학,교육학,UIC PSIR,심리학,,,사회학,정치외교학,노어노문,상경대학,경영학,경영학,경제학,신문방송학,체육교육학,경영학,신문방송학,생활디자인학,,행정학,,,식품영양학,,언론홍보영상학,,공대학건축공학,경제학,경제학,사회학,,정치외교학,,,경영학,행정학,경영학,,경영학,경제학,상경계열,경제학,영어영문/사회학,,,,생화학,정치외교학,국어국문,,정치외교학,,영어영문,,,영여영문,철학,,응용통계학,,신소재공학,대기학,국어국문,화학공학,교육학,,경영학,국문,영어영문,중어중문,,영어영문,,경제학,경제학,경영학,국어국문,경제학,경영학,경제학,독어독문,정치외교학,경영학,경영학,경제학,법학,교육학,영어영문,심리학,심리학,생활디자인학,"법학,정치외교학",UD PSIR,,,심리학,물리치료학,,기악,정치외교학,경영학,"사회학,정치외교학",,의예,,,정치외교학
